,dataset,lp_acc1,lp_acc5,lp_mean_per_class_recall,weight_decay,epochs,seed,fewshot_k,normalized,map_macro,map_weighted,acc_micro,acc_macro,acc_weighted,f1_micro,f1_macro,f1_weighted,aucroc_macro,aucroc_weighted
0,vindr_mammo,0.9510093549975381,0.9953225012309207,0.21397491397491394,0,40,0,-1,True,0.18659362196922302,0.9391118288040161,0.9510093331336975,0.21397492289543152,0.9510093331336975,0.9510093331336975,0.1855570524930954,0.9324425458908081,0.8190422058105469,0.7713384032249451
